customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_flag,tenure_group,monthly_charge_band,estimated_CLV
7563-BIUPC,Male,0,No,No,5,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",80.60,415.55,Yes,1,"0-12 Months","High charge",403.00
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",110.05,5686.40,No,0,"49+ Months","High charge",5612.55
3973-SKMLN,Male,0,No,No,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",19.90,1355.10,No,0,"49+ Months","Low charge",1412.90
2321-OMBXY,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",80.30,3058.65,Yes,1,"25-48 Months","High charge",3051.40
2840-XANRC,Male,1,Yes,No,24,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.15,2231.05,Yes,1,"13-24 Months","High charge",2235.60
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",91.50,3236.35,No,0,"25-48 Months","High charge",3202.50
5020-ZSTTY,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,"One year",No,"Bank transfer (automatic)",82.45,4350.10,Yes,1,"49+ Months","High charge",4452.30
9880-TDQAC,Female,0,Yes,Yes,72,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",60.00,4264.00,No,0,"49+ Months","Medium charge",4320.00
8705-WZCYL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",44.80,44.80,No,0,"0-12 Months","Medium charge",44.80
7102-JJVTX,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,"One year",No,"Mailed check",48.60,422.30,No,0,"0-12 Months","Medium charge",437.40
8626-PTQGE,Male,0,No,No,69,No,"No phone service",DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",60.05,4176.70,No,0,"49+ Months","Medium charge",4143.45
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",102.70,5138.10,No,0,"49+ Months","High charge",5340.40
5701-YVSVF,Female,1,Yes,No,11,Yes,No,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",82.90,880.05,No,0,"0-12 Months","High charge",911.90
5804-LEPIM,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.35,139.05,Yes,1,"0-12 Months","High charge",140.70
5697-GOMBF,Female,1,Yes,Yes,28,No,"No phone service",DSL,No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",35.90,973.65,No,0,"25-48 Months","Medium charge",1005.20
2739-CACDQ,Female,1,No,No,17,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",82.65,1470.05,No,0,"13-24 Months","High charge",1405.05
9385-EHGDO,Female,0,Yes,Yes,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.85,739.35,No,0,"25-48 Months","Low charge",694.75
9498-FIMXL,Female,0,No,No,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",19.20,161.95,No,0,"0-12 Months","Low charge",153.60
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,"One year",Yes,"Credit card (automatic)",94.90,4422.95,No,0,"25-48 Months","High charge",4365.40
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",73.85,511.25,Yes,1,"0-12 Months","High charge",516.95
2868-SNELZ,Female,0,No,No,2,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Mailed check",80.60,155.80,Yes,1,"0-12 Months","High charge",161.20
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,"One year",Yes,"Bank transfer (automatic)",75.80,5293.95,Yes,1,"49+ Months","High charge",5154.40
6680-NENYN,Female,0,No,No,43,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Electronic check",104.60,4759.85,Yes,1,"25-48 Months","High charge",4497.80
2088-IEBAU,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",88.15,6148.45,No,0,"49+ Months","High charge",5994.20
7982-VCELR,Female,0,No,No,36,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",94.80,3565.65,No,0,"25-48 Months","High charge",3412.80
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",103.40,6603.00,Yes,1,"49+ Months","High charge",6514.20
6035-BXTTY,Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Bank transfer (automatic)",54.65,1830.10,No,0,"25-48 Months","Medium charge",1748.80
6885-PKOAM,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",85.75,6223.80,No,0,"49+ Months","High charge",6088.25
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",67.45,4508.65,No,0,"49+ Months","Medium charge",4451.70
9639-BUJXT,Male,0,No,No,63,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.50,1328.15,No,0,"49+ Months","Low charge",1291.50
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",20.25,865.00,No,0,"25-48 Months","Low charge",830.25
0021-IKXGC,Female,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",72.10,72.10,No,0,"0-12 Months","High charge",72.10
2034-GDRCN,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",90.40,168.20,Yes,1,"0-12 Months","High charge",180.80
8966-SNIZF,Female,0,Yes,No,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.45,1303.50,No,0,"49+ Months","Low charge",1361.50
6243-OZGFH,Female,0,No,No,23,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",44.95,996.85,No,0,"13-24 Months","Medium charge",1033.85
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"One year",No,"Bank transfer (automatic)",97.00,6430.90,No,0,"49+ Months","High charge",6208.00
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,"Two year",Yes,"Credit card (automatic)",62.80,2278.75,No,0,"25-48 Months","Medium charge",2323.60
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,"One year",No,"Mailed check",44.60,681.40,No,0,"13-24 Months","Medium charge",758.20
4115-NZRKS,Female,1,No,No,7,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.15,574.35,No,0,"0-12 Months","High charge",624.05
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",84.80,371.90,Yes,1,"0-12 Months","High charge",339.20
0623-IIHUG,Female,1,No,No,21,No,"No phone service",DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",41.90,840.10,Yes,1,"13-24 Months","Medium charge",879.90
4572-DVCGN,Female,0,No,No,10,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",80.25,846.00,Yes,1,"0-12 Months","High charge",802.50
3351-NGXYI,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",54.10,889.00,No,0,"13-24 Months","Medium charge",865.60
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Electronic check",105.25,6823.40,No,0,"49+ Months","High charge",6736.00
9057-MSWCO,Male,1,Yes,No,27,No,"No phone service",DSL,Yes,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",30.75,805.10,Yes,1,"25-48 Months","Low charge",830.25
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,"One year",No,"Electronic check",97.10,4016.75,No,0,"25-48 Months","High charge",4078.20
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.20,83.75,No,0,"0-12 Months","Low charge",101.00
5229-DTFYB,Female,0,No,No,41,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",98.80,3959.15,No,0,"25-48 Months","High charge",4050.80
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,"One year",No,"Credit card (automatic)",50.30,2878.55,No,0,"49+ Months","Medium charge",2917.40
5176-LMJXE,Female,0,No,No,47,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.55,945.70,No,0,"25-48 Months","Low charge",965.85
3583-KRKMD,Male,0,No,No,18,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.90,1373.05,No,0,"13-24 Months","High charge",1366.20
1010-DIAUQ,Male,0,No,No,5,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",96.50,492.55,Yes,1,"0-12 Months","High charge",482.50
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",59.95,1406.00,No,0,"13-24 Months","Medium charge",1378.85
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.15,19.15,No,0,"0-12 Months","Low charge",19.15
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",98.65,6962.85,No,0,"49+ Months","High charge",7004.15
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",112.60,8126.65,No,0,"49+ Months","High charge",8107.20
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.60,690.25,No,0,"25-48 Months","Low charge",679.80
0259-GBZSH,Male,0,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",85.65,181.50,Yes,1,"0-12 Months","High charge",171.30
6122-EFVKN,Male,0,No,Yes,24,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"Two year",No,"Mailed check",35.75,830.80,No,0,"13-24 Months","Medium charge",858.00
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",99.75,5608.40,No,0,"49+ Months","High charge",5586.00
6862-CQUMB,Male,0,No,No,37,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",96.10,3646.80,No,0,"25-48 Months","High charge",3555.70
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",85.10,3662.25,No,0,"25-48 Months","High charge",3659.30
6158-HDPXZ,Male,0,No,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",25.35,25.35,No,0,"0-12 Months","Low charge",25.35
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",104.95,2566.50,Yes,1,"25-48 Months","High charge",2623.75
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",89.65,5308.70,No,0,"49+ Months","High charge",5468.65
5686-CMAWK,Male,0,No,No,17,Yes,Yes,"Fiber optic",No,No,Yes,Yes,No,No,"One year",No,"Electronic check",86.75,1410.25,No,0,"13-24 Months","High charge",1474.75
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",86.20,3339.05,No,0,"25-48 Months","High charge",3534.20
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Mailed check",50.65,50.65,Yes,1,"0-12 Months","Medium charge",50.65
8204-YJCLA,Male,1,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",64.80,4732.35,No,0,"49+ Months","Medium charge",4665.60
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",90.85,90.85,Yes,1,"0-12 Months","High charge",90.85
6583-SZVGP,Male,0,No,No,48,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",108.10,5067.45,No,0,"25-48 Months","High charge",5188.80
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.95,214.75,Yes,1,"0-12 Months","Low charge",219.45
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",85.45,4874.70,Yes,1,"49+ Months","High charge",4699.75
1708-PBBOA,Female,0,No,No,42,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,Yes,"One year",Yes,"Electronic check",54.75,2348.45,No,0,"25-48 Months","Medium charge",2299.50
8782-LKFPK,Male,0,No,No,44,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Mailed check",90.40,4063.00,No,0,"25-48 Months","High charge",3977.60
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",44.00,44.00,No,0,"0-12 Months","Medium charge",44.00
3597-MVHJT,Female,0,No,No,27,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",95.60,2595.25,No,0,"25-48 Months","High charge",2581.20
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",84.80,2309.55,No,0,"25-48 Months","High charge",2289.60
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",44.30,89.30,No,0,"0-12 Months","Medium charge",88.60
9967-ATRFS,Female,0,No,No,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.90,367.55,No,0,"13-24 Months","Low charge",378.10
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.05,3944.50,No,0,"25-48 Months","High charge",3992.10
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",90.05,5965.95,No,0,"49+ Months","High charge",5943.30
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",109.90,3694.70,No,0,"25-48 Months","High charge",3626.70
6599-CEBNN,Female,0,No,No,34,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",73.95,2524.45,Yes,1,"25-48 Months","High charge",2514.30
2519-ERQOJ,Male,1,No,No,33,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",54.60,1803.70,No,0,"25-48 Months","Medium charge",1801.80
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.05,415.10,No,0,"13-24 Months","Low charge",461.15
2277-AXSDC,Female,0,No,No,32,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.75,624.15,No,0,"25-48 Months","Low charge",632.00
9442-JTWDL,Female,0,No,No,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",20.05,237.70,No,0,"0-12 Months","Low charge",220.55
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.45,7007.60,Yes,1,"49+ Months","High charge",6862.05
3067-SVMTC,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",55.90,3848.80,No,0,"49+ Months","Medium charge",3801.20
5495-GPSRW,Male,0,No,No,20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.70,419.40,No,0,"13-24 Months","Low charge",394.00
7606-BPHHN,Male,0,No,No,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",19.80,1468.75,No,0,"49+ Months","Low charge",1425.60
4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,No,"One year",Yes,"Bank transfer (automatic)",95.40,5812.00,No,0,"49+ Months","High charge",5724.00
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Mailed check",93.95,2861.45,No,0,"25-48 Months","High charge",3006.40
4800-VHZKI,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.90,19.90,Yes,1,"0-12 Months","Low charge",19.90
7989-CHGTL,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.60,19.60,Yes,1,"0-12 Months","Low charge",19.60
0334-GDDSO,Male,1,No,No,3,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",81.35,233.70,Yes,1,"0-12 Months","High charge",244.05
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",24.45,1066.15,No,0,"25-48 Months","Low charge",1124.70
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.95,2149.05,No,0,"25-48 Months","High charge",2173.55
5973-EJGDP,Male,0,No,No,51,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Electronic check",87.35,4473.00,No,0,"49+ Months","High charge",4454.85
1996-DBMUS,Female,1,Yes,No,48,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",70.65,3545.05,No,0,"25-48 Months","High charge",3391.20
7916-VCCPB,Female,0,Yes,Yes,16,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",73.25,1195.75,No,0,"13-24 Months","High charge",1172.00
4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",98.70,6858.90,No,0,"49+ Months","High charge",6909.00
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",24.80,1024.70,No,0,"25-48 Months","Low charge",992.00
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Electronic check",83.30,1845.90,Yes,1,"13-24 Months","High charge",1832.60
5564-NEMQO,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.30,75.30,Yes,1,"0-12 Months","High charge",75.30
2233-FAGXV,Female,0,Yes,Yes,5,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",24.30,132.25,No,0,"0-12 Months","Low charge",121.50
5605-IYGFG,Female,0,No,No,7,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",69.85,515.45,No,0,"0-12 Months","Medium charge",488.95
7663-ZTEGJ,Male,0,No,Yes,29,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",100.55,2830.45,No,0,"25-48 Months","High charge",2915.95
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",25.70,1110.50,No,0,"25-48 Months","Low charge",1130.80
8111-BKVDS,Female,0,No,No,10,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,"Bank transfer (automatic)",40.70,449.30,No,0,"0-12 Months","Medium charge",407.00
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",51.65,2838.55,No,0,"49+ Months","Medium charge",2840.75
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",105.10,5376.40,No,0,"49+ Months","High charge",5465.20
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",85.95,858.60,No,0,"0-12 Months","High charge",859.50
4360-PNRQB,Male,0,No,No,18,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.60,1395.05,No,0,"13-24 Months","High charge",1360.80
6152-ONASV,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",58.25,3975.70,No,0,"49+ Months","Medium charge",3961.00
9063-ZGTUY,Female,0,Yes,Yes,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.40,1182.55,Yes,1,"49+ Months","Low charge",1183.40
7781-HVGMK,Female,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",65.20,4784.45,No,0,"49+ Months","Medium charge",4694.40
2181-UAESM,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,"Electronic check",53.45,119.50,No,0,"0-12 Months","Medium charge",106.90
2957-LOLHO,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",45.40,518.90,Yes,1,"0-12 Months","Medium charge",544.80
6048-NJXHX,Male,0,Yes,No,41,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Electronic check",19.75,899.45,No,0,"25-48 Months","Low charge",809.75
2320-SLKMB,Female,0,No,No,26,No,"No phone service",DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",44.45,1183.80,No,0,"25-48 Months","Medium charge",1155.70
4980-URKXC,Male,0,Yes,No,36,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.85,720.05,No,0,"25-48 Months","Low charge",750.60
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",114.05,8468.20,No,0,"49+ Months","High charge",8211.60
5886-VLQVU,Male,0,Yes,No,35,Yes,Yes,"Fiber optic",No,No,No,Yes,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",89.85,3161.20,No,0,"25-48 Months","High charge",3144.75
3577-AMVUX,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,"Mailed check",55.05,55.05,No,0,"0-12 Months","Medium charge",55.05
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",112.95,1882.55,No,0,"13-24 Months","High charge",1807.20
5628-RKIFK,Female,1,No,No,49,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,No,"Credit card (automatic)",101.55,5070.40,No,0,"49+ Months","High charge",4975.95
0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Mailed check",114.65,6049.50,No,0,"49+ Months","High charge",6191.10
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,"Electronic check",64.80,1166.70,No,0,"13-24 Months","Medium charge",1166.40
1910-FMXJM,Female,0,Yes,No,36,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",80.40,2937.65,No,0,"25-48 Months","High charge",2894.40
7752-XUSCI,Female,0,No,No,60,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.90,6396.45,Yes,1,"49+ Months","High charge",6354.00
4110-PFEUZ,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",69.55,69.55,Yes,1,"0-12 Months","Medium charge",69.55
0732-OCQOC,Female,0,Yes,Yes,52,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",25.05,1270.25,No,0,"49+ Months","Low charge",1302.60
